Date,Open,High,Low,Close,Adj Close,Volume
2007-12-01,1907.949951,1972.369995,1808.859985,1897.130005,1897.130005,5452100
2008-01-01,1891.449951,1892.500000,1570.869995,1624.680054,1624.680054,6330200
2008-02-01,1645.050049,1739.599976,1619.650024,1711.619995,1711.619995,5773500
2008-03-01,1676.300049,1709.310059,1537.530029,1703.989990,1703.989990,6081800
2008-04-01,1701.640015,1831.839966,1694.530029,1825.469971,1825.469971,6138500
2008-05-01,1851.640015,1901.130005,1791.400024,1852.020020,1852.020020,5927400
2008-06-01,1848.300049,1853.500000,1669.689941,1674.920044,1674.920044,6315600
2008-07-01,1675.699951,1681.449951,1488.750000,1594.670044,1594.670044,6807300
2008-08-01,1578.550049,1597.310059,1466.459961,1474.239990,1474.239990,4787300
2008-09-01,1453.140015,1503.829956,1366.880005,1448.060059,1448.060059,8267300
2008-10-01,1453.400024,1458.680054,892.159973,1113.060059,1113.060059,10083000
2008-11-01,1117.130005,1217.819946,914.020020,1076.069946,1076.069946,11203400
2008-12-01,1074.000000,1201.140015,997.000000,1124.469971,1124.469971,10433700
2009-01-01,1132.869995,1228.560059,1085.719971,1162.109985,1162.109985,7225900
2009-02-01,1145.869995,1227.729980,1036.670044,1063.030029,1063.030029,10348600
2009-03-01,1044.280029,1256.699951,992.690002,1206.260010,1206.260010,11494900
2009-04-01,1214.060059,1377.819946,1201.709961,1369.359985,1369.359985,16145400
2009-05-01,1386.020020,1436.920044,1315.209961,1395.890015,1395.890015,13628700
2009-06-01,1394.920044,1437.760010,1350.310059,1390.069946,1390.069946,11062500
2009-07-01,1386.329956,1559.069946,1377.599976,1557.290039,1557.290039,10660600
2009-08-01,1561.939941,1616.290039,1530.650024,1591.849976,1591.849976,10753100
2009-09-01,1592.290039,1723.170044,1583.109985,1673.140015,1673.140015,10569800
2009-10-01,1680.459961,1685.010010,1564.410034,1580.689941,1580.689941,7699700
2009-11-01,1543.239990,1630.410034,1519.400024,1555.599976,1555.599976,5911800
2009-12-01,1550.349976,1695.329956,1541.089966,1682.770020,1682.770020,7371200
2010-01-01,1681.709961,1723.219971,1595.390015,1602.430054,1602.430054,9198300
2010-02-01,1603.869995,1631.709961,1548.780029,1594.579956,1594.579956,7218400
2010-03-01,1612.430054,1705.569946,1608.969971,1692.849976,1692.849976,9195100
2010-04-01,1695.300049,1757.760010,1695.300049,1741.560059,1741.560059,9306300
2010-05-01,1735.680054,1740.150024,1532.680054,1641.250000,1641.250000,7575800
2010-06-01,1634.550049,1741.479980,1618.569946,1698.290039,1698.290039,7103700
2010-07-01,1687.000000,1778.719971,1650.300049,1759.329956,1759.329956,8048100
2010-08-01,1771.380005,1797.420044,1716.859985,1742.750000,1742.750000,7286300
2010-09-01,1751.959961,1873.790039,1748.300049,1872.810059,1872.810059,6323600
2010-10-01,1872.390015,1924.609985,1837.079956,1882.949951,1882.949951,7793900
2010-11-01,1889.569946,1976.459961,1875.339966,1904.630005,1904.630005,7769000
2010-12-01,1907.699951,2052.969971,1904.709961,2051.000000,2051.000000,8778600
2011-01-01,2063.689941,2121.060059,2054.830078,2069.729980,2069.729980,8198300
2011-02-01,2079.919922,2107.830078,1935.930054,1939.300049,1939.300049,5355000
2011-03-01,1922.380005,2106.739990,1882.089966,2106.699951,2106.699951,6619100
2011-04-01,2107.669922,2231.469971,2081.979980,2192.360107,2192.360107,7719600
2011-05-01,2203.090088,2229.090088,2030.680054,2142.469971,2142.469971,6219900
2011-06-01,2142.669922,2152.949951,2008.839966,2100.689941,2100.689941,5472900
2011-07-01,2120.030029,2192.830078,2105.239990,2133.209961,2133.209961,6595300
2011-08-01,2160.090088,2173.280029,1684.680054,1880.109985,1880.109985,9610200
2011-09-01,1887.209961,1928.400024,1644.109985,1769.650024,1769.650024,7688900
2011-10-01,1683.939941,1963.739990,1658.060059,1909.030029,1909.030029,7305500
2011-11-01,1891.219971,1932.949951,1766.729980,1847.510010,1847.510010,7829800
2011-12-01,1911.500000,1929.180054,1750.599976,1825.739990,1825.739990,9118700
2012-01-01,1831.689941,1973.349976,1810.479980,1955.790039,1955.790039,8596100
2012-02-01,1948.569946,2047.430054,1947.459961,2030.250000,2030.250000,13201900
2012-03-01,2041.520020,2057.280029,1966.689941,2014.040039,2014.040039,10434600
2012-04-01,2022.420044,2051.800049,1954.010010,1981.989990,1981.989990,10647200
2012-05-01,1994.170044,2001.109985,1779.469971,1843.469971,1843.469971,10022300
2012-06-01,1832.079956,1908.189941,1776.849976,1854.010010,1854.010010,7462600
2012-07-01,1864.729980,1896.829956,1758.989990,1881.989990,1881.989990,8280500
2012-08-01,1870.579956,1964.069946,1843.869995,1905.119995,1905.119995,9802800
2012-09-01,1909.060059,2012.739990,1873.489990,1996.209961,1996.209961,15066400
2012-10-01,1998.520020,2007.839966,1884.770020,1912.060059,1912.060059,10136500
2012-11-01,1903.569946,1941.839966,1856.810059,1932.900024,1932.900024,9848800
2012-12-01,1937.280029,2006.079956,1928.089966,1997.050049,1997.050049,7146900
2013-01-01,2013.739990,2042.479980,1930.369995,1961.939941,1961.939941,10904500
2013-02-01,1964.750000,2030.849976,1928.750000,2026.489990,2026.489990,7307600
2013-03-01,2028.550049,2033.890015,1946.050049,2004.890015,2004.890015,6856600
2013-04-01,2009.939941,2010.150024,1888.300049,1963.949951,1963.949951,7694700
2013-05-01,1961.670044,2013.290039,1935.569946,2001.050049,2001.050049,6587000
2013-06-01,1993.109985,2000.560059,1770.530029,1863.319946,1863.319946,5605500
2013-07-01,1851.569946,1920.599976,1809.719971,1914.030029,1914.030029,7603800
2013-08-01,1916.560059,1939.280029,1838.520020,1926.359985,1926.359985,7040000
2013-09-01,1925.319946,2018.020020,1921.010010,1996.959961,1996.959961,5085200
2013-10-01,1997.619995,2063.280029,1981.209961,2030.089966,2030.089966,5704900
2013-11-01,2037.250000,2050.699951,1963.420044,2044.869995,2044.869995,6103900
2013-12-01,2050.449951,2052.879883,1947.439941,2011.339966,2011.339966,4603600
2014-01-01,2013.109985,2013.890015,1899.760010,1941.150024,1941.150024,5094900
2014-02-01,1930.089966,1981.150024,1885.530029,1979.989990,1979.989990,4482200
2014-03-01,1967.900024,1989.800049,1913.640015,1985.609985,1985.609985,4969800
2014-04-01,1983.780029,2013.089966,1955.150024,1961.790039,1961.790039,4689600
2014-05-01,1966.290039,2022.589966,1934.719971,1994.959961,1994.959961,4285500
2014-06-01,1998.810059,2016.780029,1965.119995,2002.209961,2002.209961,4602000
2014-07-01,1993.290039,2093.080078,1985.530029,2076.120117,2076.120117,6982900
2014-08-01,2063.709961,2088.860107,2026.560059,2068.540039,2068.540039,6081500
2014-09-01,2067.800049,2072.590088,2007.300049,2020.089966,2020.089966,6542100
2014-10-01,2013.469971,2013.469971,1896.540039,1964.430054,1964.430054,7389300
2014-11-01,1959.660034,1994.819946,1923.050049,1980.780029,1980.780029,6296700
2014-12-01,1971.949951,1990.040039,1881.729980,1915.589966,1915.589966,6712800
2015-01-01,1914.239990,1964.130005,1876.270020,1949.260010,1949.260010,6845600
2015-02-01,1947.910034,1993.430054,1932.750000,1985.800049,1985.800049,5913300
2015-03-01,1996.719971,2047.130005,1969.130005,2041.030029,2041.030029,8511800
2015-04-01,2035.400024,2189.540039,2024.640015,2127.169922,2127.169922,11582800
2015-05-01,2134.510010,2148.699951,2067.989990,2114.800049,2114.800049,7388600
2015-06-01,2110.120117,2110.879883,2008.459961,2074.199951,2074.199951,9174900
2015-07-01,2077.270020,2110.810059,1983.780029,2030.160034,2030.160034,13372100
2015-08-01,2026.250000,2038.410034,1800.750000,1941.489990,1941.489990,8369000
2015-09-01,1934.439941,1996.469971,1868.479980,1962.810059,1962.810059,10051700
2015-10-01,1963.550049,2064.719971,1958.630005,2029.469971,2029.469971,13186500
2015-11-01,2033.150024,2056.120117,1942.849976,1991.969971,1991.969971,8998800
2015-12-01,2001.510010,2026.329956,1919.219971,1961.310059,1961.310059,9508000
2016-01-01,1954.469971,1954.520020,1830.060059,1912.060059,1912.060059,7301400
2016-02-01,1919.619995,1929.530029,1817.969971,1916.660034,1916.660034,6189400
2016-03-01,1944.270020,2009.099976,1935.550049,1995.849976,1995.849976,7747500
2016-04-01,1994.770020,2023.770020,1954.109985,1994.150024,1994.150024,7973500
2016-05-01,1991.839966,1991.839966,1937.670044,1983.400024,1983.400024,9650600
2016-06-01,1976.869995,2035.270020,1892.750000,1970.349976,1970.349976,9815300
2016-07-01,1977.359985,2030.689941,1944.329956,2016.189941,2016.189941,8068000
2016-08-01,2024.709961,2063.090088,1993.000000,2034.650024,2034.650024,7805400
2016-09-01,2022.959961,2073.889893,1991.469971,2043.630005,2043.630005,8851800
2016-10-01,2056.939941,2070.429932,2002.290039,2008.189941,2008.189941,6637000
2016-11-01,2003.410034,2015.229980,1931.069946,1983.479980,1983.479980,6610700
2016-12-01,1987.479980,2053.459961,1960.650024,2026.459961,2026.459961,6035900
2017-01-01,2022.229980,2091.020020,2015.680054,2067.570068,2067.570068,8424200
2017-02-01,2075.310059,2108.989990,2052.290039,2091.639893,2091.639893,7128900
2017-03-01,2105.189941,2182.419922,2067.679932,2160.229980,2160.229980,8869800
2017-04-01,2166.040039,2217.040039,2117.820068,2205.439941,2205.439941,7729400
2017-05-01,2213.610107,2371.669922,2212.870117,2347.379883,2347.379883,7028300
2017-06-01,2348.310059,2402.800049,2335.629883,2391.790039,2391.790039,7483800
2017-07-01,2397.659912,2453.169922,2372.830078,2402.709961,2402.709961,6225600
2017-08-01,2397.120117,2434.469971,2310.199951,2363.189941,2363.189941,5724100
2017-09-01,2367.449951,2429.120117,2314.310059,2394.469971,2394.469971,5842700
2017-10-01,2425.629883,2528.320068,2421.100098,2523.429932,2523.429932,5051400
2017-11-01,2535.969971,2561.629883,2474.280029,2476.370117,2476.370117,7474400
2017-12-01,2488.919922,2514.610107,2411.479980,2467.489990,2467.489990,5748100
2018-01-01,2474.860107,2607.100098,2465.939941,2566.459961,2566.459961,8253400
2018-02-01,2578.909912,2583.739990,2346.729980,2427.360107,2427.360107,7281200
2018-03-01,2406.570068,2508.709961,2374.800049,2445.850098,2445.850098,8079000
2018-04-01,2454.719971,2515.379883,2405.909912,2515.379883,2515.379883,10439800
2018-05-01,2515.750000,2516.570068,2399.580078,2423.010010,2423.010010,12820500
2018-06-01,2419.629883,2479.560059,2296.389893,2326.129883,2326.129883,9450900
2018-07-01,2322.229980,2327.590088,2243.899902,2295.260010,2295.260010,7509300
2018-08-01,2301.169922,2322.879883,2218.090088,2322.879883,2322.879883,6204500
2018-09-01,2317.929932,2356.620117,2264.899902,2343.070068,2343.070068,5433100
2018-10-01,2349.639893,2352.110107,1985.949951,2029.689941,2029.689941,7022100
2018-11-01,2035.109985,2136.739990,2023.430054,2096.860107,2096.860107,6978800
2018-12-01,2127.780029,2136.639893,2014.280029,2041.040039,2041.040039,7631800
2019-01-01,2050.550049,2222.879883,1984.530029,2204.850098,2204.850098,9455200
2019-02-01,2211.929932,2241.760010,2167.360107,2195.439941,2195.439941,6882500
2019-03-01,2210.969971,2216.020020,2120.929932,2140.669922,2140.669922,6458000
2019-04-01,2153.310059,2252.050049,2153.310059,2203.590088,2203.590088,9689800
2019-05-01,2192.939941,2217.030029,2016.250000,2041.739990,2041.739990,11243200
2019-06-01,2031.030029,2141.270020,2029.170044,2130.620117,2130.620117,11256800
2019-07-01,2147.239990,2147.239990,2010.949951,2024.550049,2024.550049,11908800
2019-08-01,2015.089966,2032.229980,1891.810059,1967.790039,1967.790039,10472000
2019-09-01,1961.189941,2101.629883,1958.589966,2063.050049,2063.050049,8620700
2019-10-01,2062.439941,2105.169922,2010.900024,2083.479980,2083.479980,8884300
2019-11-01,2084.790039,2165.889893,2081.530029,2087.959961,2087.959961,10737800
2019-12-01,2097.550049,2215.550049,2053.560059,2197.669922,2197.669922,10188600
2020-01-01,2201.209961,2277.229980,2119.010010,2119.010010,2119.010010,13095500
2020-02-01,2086.610107,2255.489990,1980.819946,1987.010010,1987.010010,13958600
2020-03-01,1997.030029,2089.080078,1439.430054,1754.640015,1754.640015,17090800
2020-04-01,1737.280029,1957.510010,1664.130005,1947.560059,1947.560059,21045000
2020-05-01,1906.420044,2054.520020,1894.290039,2029.599976,2029.599976,16205400
2020-06-01,2037.040039,2217.209961,2030.819946,2108.330078,2108.330078,19862100
2020-07-01,2128.810059,2281.409912,2101.330078,2249.370117,2249.370117,18866300
2020-08-01,2251.649902,2458.169922,2237.040039,2326.169922,2326.169922,17631500
2020-09-01,2340.189941,2450.530029,2267.629883,2327.889893,2327.889893,19606800
2020-10-01,2330.550049,2418.889893,2266.929932,2267.149902,2267.149902,15693300
2020-11-01,2276.610107,2648.659912,2267.949951,2591.340088,2591.340088,24375000
2020-12-01,2613.419922,2878.209961,2611.669922,2873.469971,2873.469971,24557500
2021-01-01,2874.500000,3266.229980,2869.110107,2976.209961,2976.209961,26092000
2021-02-01,2976.810059,3180.939941,2947.239990,3012.949951,3012.949951,30029700
2021-03-01,3021.679932,3096.500000,2929.360107,3061.419922,3061.419922,27902000
2021-04-01,3073.770020,3223.050049,3069.679932,3147.860107,3147.860107,30640900
2021-05-01,3149.050049,3255.899902,3103.879883,3203.919922,3203.919922,18776200
2021-06-01,3207.120117,3316.080078,3199.179932,3296.679932,3296.679932,35336100
2021-07-01,3297.919922,3313.510010,3188.800049,3202.320068,3202.320068,22105700
2021-08-01,3218.419922,3296.169922,3049.030029,3199.270020,3199.270020,13766700
2021-09-01,3195.669922,3215.129883,3030.600098,3068.820068,3068.820068,14249700
2021-10-01,3056.209961,3062.600098,2901.510010,2970.679932,2970.679932,13901200
2021-11-01,2984.179932,3034.300049,2822.729980,2839.010010,2839.010010,13771400
2021-12-01,2860.120117,3043.830078,2837.030029,2977.649902,2977.649902,10656300
2022-01-01,2998.320068,3010.770020,2591.530029,2663.340088,2663.340088,10916900
2022-02-01,2706.340088,2788.270020,2642.629883,2699.179932,2699.179932,10111500
2022-03-01,2698.310059,2765.199951,2605.810059,2757.649902,2757.649902,14388900
2022-04-01,2745.850098,2769.179932,2615.500000,2695.050049,2695.050049,22014500
2022-05-01,2669.209961,2702.100098,2546.800049,2685.899902,2685.899902,16851600
2022-06-01,2670.739990,2681.510010,2306.479980,2332.639893,2332.639893,12006600
2022-07-01,2342.919922,2463.050049,2276.629883,2451.500000,2451.500000,7950200
2022-08-01,2444.050049,2546.350098,2417.010010,2472.050049,2472.050049,9760600
2022-09-01,2443.000000,2453.949951,2134.770020,2155.489990,2155.489990,9370100
2022-10-01,2189.510010,2295.510010,2162.870117,2293.610107,2293.610107,11769900
2022-11-01,2301.580078,2499.429932,2296.439941,2472.530029,2472.530029,12745000
2022-12-01,2501.429932,2501.429932,2236.379883,2236.399902,2236.399902,8429100
2023-01-01,2249.949951,2497.399902,2180.669922,2425.080078,2425.080078,9408900
2023-02-01,2446.030029,2487.350098,2383.760010,2412.850098,2412.850098,9638200
2023-03-01,2414.610107,2481.239990,2346.110107,2476.860107,2476.860107,10052900
2023-04-01,2485.810059,2582.229980,2458.500000,2501.530029,2501.530029,16668400
2023-05-01,2504.010010,2596.310059,2455.989990,2577.120117,2577.120117,13801100
2023-06-01,2572.560059,2650.449951,2562.030029,2581.389893,2581.389893,10853200
2023-06-28,2590.520020,2590.520020,2559.459961,2564.189941,2564.189941,477359
