"국가",1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
"미국",93.715,91.185,86.102,81.561,76.157,72.139,74.789,80.457,81.891,88.889,88.615,85.978,86.302,102.062,115.507,125.395,130.548,132.325,135.874,135.547,136.970,138.821,135.531,137.466,136.245,161.437,150.358
